id	teller	story	index	start	end	duration	start_fraction	end_fraction	text
allyhardesty/mermaids/93	allyhardesty	mermaids	93	193.56	196.08	2.5200000000000102	0.515294305566648	0.5220030349013658	that at all
allyhardesty/mermaids/94	allyhardesty	mermaids	94	193.979	197.399	3.4199999999999875	0.5164097649282539	0.5255144690253707	in fact I would definitely have to agree
allyhardesty/mermaids/95	allyhardesty	mermaids	95	196.08	199.35	3.269999999999982	0.5220030349013658	0.530708409871416	with the fact that they're probably not
allyhardesty/mermaids/96	allyhardesty	mermaids	96	197.4	201.45	4.049999999999983	0.5255171312195511	0.5362990176503474	the most friendly nice underwater
allyhardesty/mermaids/97	allyhardesty	mermaids	97	199.349	203.969	4.6200000000000045	0.5307057476772356	0.5430050847908846	creatures but I think that is towards us
allyhardesty/mermaids/98	allyhardesty	mermaids	98	201.449	205.619	4.1699999999999875	0.536296355456167	0.5473977051886164	because we are constantly disturbing
allyhardesty/mermaids/99	allyhardesty	mermaids	99	203.969	208.65	4.681000000000012	0.5430050847908846	0.5554668157495408	their natural habitat which is the ocean
allyhardesty/mermaids/100	allyhardesty	mermaids	100	205.62	210.9	5.280000000000001	0.547400367382797	0.5614567526555387	we're doing Navy sonar testing in their
allyhardesty/mermaids/101	allyhardesty	mermaids	101	220.56	224.009	3.448999999999984	0.5871735484386231	0.5963554561669728	to conspiracy theories and I totally
allyhardesty/mermaids/102	allyhardesty	mermaids	102	221.909	226.229	4.320000000000022	0.5907648483880414	0.6022655272475574	think this makes sense they speak at the
allyhardesty/mermaids/103	allyhardesty	mermaids	103	224.009	228.03	4.021000000000015	0.5963554561669728	0.6070601389665362	really high pitched volume of basically
allyhardesty/mermaids/104	allyhardesty	mermaids	104	226.229	229.439	3.2099999999999795	0.6022655272475574	0.6108111705667811	like a dolphin like sonar so when the
allyhardesty/mermaids/105	allyhardesty	mermaids	105	228.03	231.689	3.658999999999992	0.6070601389665362	0.616801107472779	Navy is doing the underwater sonar
allyhardesty/mermaids/106	allyhardesty	mermaids	106	229.439	233.31	3.8710000000000093	0.6108111705667811	0.621116524239278	testing it's affecting the mermaids
allyhardesty/mermaids/107	allyhardesty	mermaids	107	231.689	235.349	3.6599999999999966	0.616801107472779	0.6265447381732023	because they understand that frequency
allyhardesty/mermaids/108	allyhardesty	mermaids	108	233.31	236.759	3.448999999999984	0.621116524239278	0.6302984319676277	of pitch which the Dolphins speak which
allyhardesty/mermaids/109	allyhardesty	mermaids	109	235.349	238.079	2.730000000000018	0.6265447381732023	0.6338125282858132	is why they get along so well with the
allyhardesty/mermaids/110	allyhardesty	mermaids	110	236.759	239.699	2.940000000000026	0.6302984319676277	0.6381252828581317	Dolphins and their friends which is why
allyhardesty/mermaids/111	allyhardesty	mermaids	111	238.08	241.26	3.1799999999999784	0.6338151904799937	0.642280967973804	we get along with the Dolphins I mean
allyhardesty/mermaids/112	allyhardesty	mermaids	112	239.699	243.629	3.9299999999999784	0.6381252828581317	0.6485877059872747	think about it they feel threatened by
allyhardesty/mermaids/113	allyhardesty	mermaids	113	241.259	245.639	4.380000000000024	0.6422783057796235	0.6539387162899662	us which of course they probably do just
allyhardesty/mermaids/114	allyhardesty	mermaids	114	243.629	247.109	3.480000000000018	0.6485877059872747	0.6578521417352182	based off that alone they're going to
allyhardesty/mermaids/115	allyhardesty	mermaids	115	245.639	248.789	3.1499999999999773	0.6539387162899662	0.6623246279583632	hide from us and they're going to be
allyhardesty/mermaids/116	allyhardesty	mermaids	116	247.11	250.56	3.4499999999999886	0.6578548039293987	0.6670393738519288	really mean to us they do encounter us
allyhardesty/mermaids/117	allyhardesty	mermaids	117	248.789	252.209	3.420000000000016	0.6623246279583632	0.6714293320554802	and they're probably not going to be
allyhardesty/mermaids/118	allyhardesty	mermaids	118	250.56	254.069	3.508999999999986	0.6670393738519288	0.676381013231105	super friendly like they are with the
allyhardesty/mermaids/119	allyhardesty	mermaids	119	252.21	255.629	3.4189999999999827	0.6714319942496606	0.680534036152597	Dolphins which I'm assuming they are
allyhardesty/mermaids/120	allyhardesty	mermaids	120	254.069	257.519	3.450000000000017	0.676381013231105	0.6855655831536352	another thing that I thought was super
allyhardesty/mermaids/121	allyhardesty	mermaids	121	255.629	259.798	4.169000000000011	0.680534036152597	0.691632723690866	interesting was that when whales are
allyhardesty/mermaids/122	allyhardesty	mermaids	122	257.519	260.279	2.759999999999991	0.6855655831536352	0.6929132390916594	washed up on shore a lot of the time
allyhardesty/mermaids/123	allyhardesty	mermaids	123	259.798	262.589	2.790999999999997	0.691632723690866	0.6990629076484839	there
allyhardesty/mermaids/124	allyhardesty	mermaids	124	260.279	264.689	4.410000000000025	0.6929132390916594	0.7046535154274154	covered by tents just around them right
allyhardesty/mermaids/125	allyhardesty	mermaids	125	270.48	274.47	3.990000000000009	0.7200702819263638	0.7306924367063334	makes you wonder why it's all secretive
allyhardesty/mermaids/126	allyhardesty	mermaids	126	272.399	275.849	3.4499999999999886	0.7251790325586348	0.734363602481165	and they're covered up on the beach like
allyhardesty/mermaids/127	allyhardesty	mermaids	127	274.47	277.11	2.6399999999999864	0.7306924367063334	0.7377206293427043	that maybe because it's not really a
allyhardesty/mermaids/128	allyhardesty	mermaids	128	275.85	279.6	3.75	0.7343662646753455	0.7443494928520087	whale because it's a mermaid I've also
allyhardesty/mermaids/129	allyhardesty	mermaids	129	277.11	282.509	5.399000000000001	0.7377206293427043	0.7520938157229189	heard things about a mermaid being kept
allyhardesty/mermaids/130	allyhardesty	mermaids	130	279.6	284.28	4.67999999999995	0.7443494928520087	0.7568085616164842	in a shark tank at area 51 I don't
allyhardesty/mermaids/131	allyhardesty	mermaids	131	282.509	285.569	3.0600000000000023	0.7520938157229189	0.7602401299150761	really have any evidence or proof or
allyhardesty/mermaids/132	allyhardesty	mermaids	132	284.279	287.489	3.2099999999999795	0.7568058994223038	0.7653515427415275	research I could like provide you guys
allyhardesty/mermaids/133	allyhardesty	mermaids	133	285.569	289.079	3.509999999999991	0.7602401299150761	0.7695844314884328	with on that but I think it's totally
allyhardesty/mermaids/134	allyhardesty	mermaids	134	287.49	290.55	3.0600000000000023	0.765354204935708	0.7735005191278652	possible it would make a ton of sense
allyhardesty/mermaids/135	allyhardesty	mermaids	135	289.079	293.069	3.990000000000009	0.7695844314884328	0.7802065862684024	that they did that I definitely think
allyhardesty/mermaids/136	allyhardesty	mermaids	136	290.55	294.99	4.439999999999998	0.7735005191278652	0.7853206612890344	that it remains do exist that we have in
allyhardesty/mermaids/137	allyhardesty	mermaids	137	293.069	296.55	3.4809999999999945	0.7802065862684024	0.7894736842105263	fact captured one by now or had an
allyhardesty/mermaids/138	allyhardesty	mermaids	138	294.99	298.379	3.38900000000001	0.7853206612890344	0.7943428373665575	experience with one they've had an
allyhardesty/mermaids/139	allyhardesty	mermaids	139	296.55	300.569	4.0190000000000055	0.7894736842105263	0.8001730426217288	autopsy on a mermaid by now because
allyhardesty/mermaids/140	allyhardesty	mermaids	140	298.379	302.009	3.6299999999999955	0.7943428373665575	0.8040066022415675	that's what we're going to do as a
allyhardesty/mermaids/141	allyhardesty	mermaids	141	300.569	303.48	2.9110000000000014	0.8001730426217288	0.807922689881	government I'm not saying I agree with
allyhardesty/mermaids/142	allyhardesty	mermaids	142	302.009	305.25	3.2409999999999854	0.8040066022415675	0.8126347735803849	it but of course they're going to do
allyhardesty/mermaids/143	allyhardesty	mermaids	143	303.48	307.47	3.990000000000009	0.807922689881	0.8185448446609697	that with alien or mermaids if we do in
allyhardesty/mermaids/144	allyhardesty	mermaids	144	305.25	310.05	4.800000000000011	0.8126347735803849	0.8254133056465139	fact find one because they are just rare
allyhardesty/mermaids/145	allyhardesty	mermaids	145	307.47	311.88	4.409999999999968	0.8185448446609697	0.8302851209967255	or non-existent endangered species or
allyhardesty/mermaids/146	allyhardesty	mermaids	146	310.05	313.259	3.209000000000003	0.8254133056465139	0.8339562867715572	being there have also been scientists
allyhardesty/mermaids/147	allyhardesty	mermaids	147	311.879	314.879	3.0	0.8302824588025451	0.8382690413438757	who have come out and said that there
allyhardesty/mermaids/148	allyhardesty	mermaids	148	313.259	316.769	3.509999999999991	0.8339562867715572	0.843300588344914	have been sonar pitched noises
allyhardesty/mermaids/149	allyhardesty	mermaids	149	314.879	319.11	4.2309999999999945	0.8382690413438757	0.8495327849213322	underwater that they have been unable to
allyhardesty/mermaids/150	allyhardesty	mermaids	150	316.769	320.668	3.899000000000001	0.843300588344914	0.8536804834544632	identify going back to the fact that
allyhardesty/mermaids/151	allyhardesty	mermaids	151	319.11	322.919	3.808999999999969	0.8495327849213322	0.8596730825546415	mermaids speak at that level of
allyhardesty/mermaids/152	allyhardesty	mermaids	152	320.668	326.43	5.7620000000000005	0.8536804834544632	0.8690200463221788	frequency along with fossils that are a
allyhardesty/mermaids/153	allyhardesty	mermaids	153	322.918	328.319	5.4010000000000105	0.8596704203604612	0.8740489311290366	new species found underwater that would
allyhardesty/mermaids/154	allyhardesty	mermaids	154	326.43	329.97	3.5400000000000205	0.8690200463221788	0.8784442137209489	basically be linked back to mermaids it
allyhardesty/mermaids/155	allyhardesty	mermaids	155	328.319	332.399	4.079999999999984	0.8740489311290366	0.8849106833852461	makes a lot of sense it looks that way
allyhardesty/mermaids/156	allyhardesty	mermaids	156	329.97	334.49	4.519999999999982	0.8784442137209489	0.8904773314165536	all the pieces fitting together I think
allyhardesty/mermaids/157	allyhardesty	mermaids	157	332.399	336.839	4.439999999999998	0.8849106833852461	0.8967308255464154	but I definitely believe in mermaids
allyhardesty/mermaids/158	allyhardesty	mermaids	158	334.49	338.46	3.9699999999999704	0.8904773314165536	0.9010462423129143	100% and you don't have to but this is
allyhardesty/mermaids/159	allyhardesty	mermaids	159	336.839	339.839	3.0	0.8967308255464154	0.9047174080877459	just the evidence I kind of gathered for
allyhardesty/mermaids/160	allyhardesty	mermaids	160	338.459	343.199	4.740000000000009	0.9010435801187339	0.9136623805340361	you all and it kind of makes you
thomassanders/am-i-original/0	thomassanders	am-i-original	0	0	1.04	1.04	0.0	0.0014636549152065303	So a lot of people ask me
thomassanders/am-i-original/1	thomassanders	am-i-original	1	1.04	2.3	1.2599999999999998	0.0014636549152065303	0.003236929139399057	how I do what I do
thomassanders/am-i-original/2	thomassanders	am-i-original	2	2.3	4.16	1.8600000000000003	0.003236929139399057	0.005854619660826121	Well, I don't know, all I can tell you is
thomassanders/am-i-original/3	thomassanders	am-i-original	3	4.16	6.06	1.8999999999999995	0.005854619660826121	0.00852860460206882	it all comes from right up here...
thomassanders/am-i-original/4	thomassanders	am-i-original	4	6.06	7.88	1.8200000000000003	0.00852860460206882	0.011090000703680249	I have a rat that hides in my hair,
thomassanders/am-i-original/5	thomassanders	am-i-original	5	7.88	9.22	1.3400000000000007	0.011090000703680249	0.012975863767504047	and directs my every move
thomassanders/am-i-original/6	thomassanders	am-i-original	6	9.22	10.44	1.2199999999999989	0.012975863767504047	0.014692843571880937	just like in the movie Ratatouille
thomassanders/am-i-original/7	thomassanders	am-i-original	7	10.44	13.1	2.66	0.014692843571880937	0.018436422489620716	[intro music]
thomassanders/am-i-original/8	thomassanders	am-i-original	8	13.14	14.06	0.9199999999999999	0.018492716909436355	0.019787488565195976	WHAT IS UP EVERYBODY?!
thomassanders/am-i-original/9	thomassanders	am-i-original	9	14.1	16.62	2.5200000000000014	0.01984378298501161	0.023390331433396666	Today, I thought we might try something a little bit new and exciting,
thomassanders/am-i-original/10	thomassanders	am-i-original	10	16.62	18.12	1.5	0.023390331433396666	0.02550137217648301	I think you're all going to enjoy this,
thomassanders/am-i-original/11	thomassanders	am-i-original	11	18.12	20.7	2.5799999999999983	0.02550137217648301	0.029132362254591513	I am going to tell you my life's story,
thomassanders/am-i-original/12	thomassanders	am-i-original	12	20.7	23.44	2.740000000000002	0.029132362254591513	0.032988530011962565	BUT I'm gonna do it through illustrations!
thomassanders/am-i-original/13	thomassanders	am-i-original	13	23.44	26.32	2.879999999999999	0.032988530011962565	0.03704172823868834	And I'm calling it... [pop] Sketch My Autobiography
thomassanders/am-i-original/14	thomassanders	am-i-original	14	26.32	27.54	1.2199999999999989	0.03704172823868834	0.038758708043065235	Anxiety: Please tell me you're joking.
thomassanders/am-i-original/15	thomassanders	am-i-original	15	27.54	29.74	2.1999999999999993	0.038758708043065235	0.0418549011329252	T: Ugh, what, Anxiety, what do you have to say now?
thomassanders/am-i-original/16	thomassanders	am-i-original	16	29.74	33.48	3.7399999999999984	0.0418549011329252	0.047118429385687145	A: That's literally a copy of what is known as a Draw my Life
thomassanders/am-i-original/17	thomassanders	am-i-original	17	33.48	35.58	2.1000000000000014	0.047118429385687145	0.050073886426008025	you just slapped a different name onto it.
thomassanders/am-i-original/18	thomassanders	am-i-original	18	35.58	37.46	1.8800000000000026	0.050073886426008025	0.052719724157342905	T: Ohh, I thought it felt familiar.
thomassanders/am-i-original/19	thomassanders	am-i-original	19	37.46	39.5	2.039999999999999	0.052719724157342905	0.055590739567940334	Okay, well I'll j- I'll just call it a Draw my Life
thomassanders/am-i-original/20	thomassanders	am-i-original	20	39.5	40.08	0.5799999999999983	0.055590739567940334	0.05640700865526705	A: Boring.
thomassanders/am-i-original/21	thomassanders	am-i-original	21	40.08	41.3	1.2199999999999989	0.05640700865526705	0.058123988459643935	T: What do you mean Boring? Its my life!
thomassanders/am-i-original/22	thomassanders	am-i-original	22	41.3	41.98	0.6799999999999997	0.058123988459643935	0.05908099359650974	A: I know what I said.
thomassanders/am-i-original/23	thomassanders	am-i-original	23	41.98	42.48	0.5	0.05908099359650974	0.059784673844205195	T: *Noise of strong disapproval*
thomassanders/am-i-original/24	thomassanders	am-i-original	24	42.48	45.72	3.240000000000002	0.059784673844205195	0.0643445218492717	A: And on top of that, do you reeeally want to make something that's been done before?
thomassanders/am-i-original/25	thomassanders	am-i-original	25	45.72	47.36	1.6400000000000006	0.0643445218492717	0.06665259306171276	Do you think that's what THEY want to see?
thomassanders/am-i-original/26	thomassanders	am-i-original	26	47.36	48.84	1.480000000000004	0.06665259306171276	0.06873548659489129	T: Well... I don't know...
thomassanders/am-i-original/27	thomassanders	am-i-original	27	48.84	50.1	1.259999999999998	0.06873548659489129	0.07050876081908382	A: I'm gonna go ahead and say no.
thomassanders/am-i-original/28	thomassanders	am-i-original	28	50.1	51.52	1.4200000000000017	0.07050876081908382	0.07250721272253889	T: Unh, Why are you being like this?
thomassanders/am-i-original/29	thomassanders	am-i-original	29	51.52	53.58	2.059999999999995	0.07250721272253889	0.07540637534304412	You were so chill the last couple of videos...
thomassanders/am-i-original/30	thomassanders	am-i-original	30	53.58	56.02	2.440000000000005	0.07540637534304412	0.07884033495179792	A: Sometimes I just gotta be me...nuh *mean*
thomassanders/am-i-original/31	thomassanders	am-i-original	31	56.02	57.4	1.3799999999999955	0.07884033495179792	0.08078249243543734	T: UGHHH... I wanna be mad,
thomassanders/am-i-original/32	thomassanders	am-i-original	32	57.4	58.6	1.2000000000000028	0.08078249243543734	0.08247132502990642	but you're right,
thomassanders/am-i-original/33	thomassanders	am-i-original	33	58.6	60.22	1.6199999999999974	0.08247132502990642	0.08475124903243966	the idea is not original.
thomassanders/am-i-original/34	thomassanders	am-i-original	34	60.22	60.94	0.7199999999999989	0.08475124903243966	0.08576454858912111	A: No.
thomassanders/am-i-original/35	thomassanders	am-i-original	35	60.94	62.78	1.8400000000000034	0.08576454858912111	0.08835409190064035	T: *Makes noise of frustration* What am I gonna do now?
thomassanders/am-i-original/36	thomassanders	am-i-original	36	62.78	64.78	2.0	0.08835409190064035	0.09116881289142215	A: One option- and I'm just throwing this out there,
thomassanders/am-i-original/37	thomassanders	am-i-original	37	64.78	67.9	3.1200000000000045	0.09116881289142215	0.09555977763704174	is to... hide under the covers until the sun goes away.
thomassanders/am-i-original/38	thomassanders	am-i-original	38	67.9	70.56	2.6599999999999966	0.09555977763704174	0.09930335655478152	Princey: Not so fast, my chemically inbalanced romance!
thomassanders/am-i-original/39	thomassanders	am-i-original	39	70.56	71.06	0.5	0.09930335655478152	0.10000703680247697	T: PRINCEY!
thomassanders/am-i-original/40	thomassanders	am-i-original	40	71.06	73.14	2.0799999999999983	0.10000703680247697	0.10293434663289003	A: Oh good... Prince Underarms-stink
thomassanders/am-i-original/41	thomassanders	am-i-original	41	73.14	75.74	2.5999999999999943	0.10293434663289003	0.10659348392090634	T: That is an uncharacteristically schoolyard insult, Anxiety
thomassanders/am-i-original/42	thomassanders	am-i-original	42	75.74	76.9	1.1600000000000108	0.10659348392090634	0.10822602209555979	P: Yeah, that was hardly inventive.
thomassanders/am-i-original/43	thomassanders	am-i-original	43	76.9	78.86	1.9599999999999937	0.10822602209555979	0.11098444866652593	A: Creativity is not my department.
thomassanders/am-i-original/44	thomassanders	am-i-original	44	78.86	81.92	3.0600000000000023	0.11098444866652593	0.11529097178242208	P: So Negative Nancy over here struck down the idea I gave you,
thomassanders/am-i-original/45	thomassanders	am-i-original	45	81.92	82.74	0.8199999999999932	0.11529097178242208	0.11644500738864261	is that correct?
thomassanders/am-i-original/46	thomassanders	am-i-original	46	82.74	83.28	0.5400000000000063	0.11644500738864261	0.11720498205615369	T: I think so.
thomassanders/am-i-original/47	thomassanders	am-i-original	47	83.28	84.66	1.3799999999999955	0.11720498205615369	0.11914713953979313	A: Chalk one up for me.
thomassanders/am-i-original/48	thomassanders	am-i-original	48	84.66	86.3	1.6400000000000006	0.11914713953979313	0.12145521075223419	P: I'm gonna need you to be REAL quiet right now,
thomassanders/am-i-original/49	thomassanders	am-i-original	49	86.3	88.32	2.019999999999996	0.12145521075223419	0.12429807895292379	because you just earned the number one slot
thomassanders/am-i-original/50	thomassanders	am-i-original	50	88.32	89.68	1.3600000000000136	0.12429807895292379	0.12621208922665542	in my dun-zo list today.
thomassanders/am-i-original/51	thomassanders	am-i-original	51	89.76	90.88	1.1199999999999903	0.1263246780662867	0.12790092182112447	A: Dun-zo list?
thomassanders/am-i-original/52	thomassanders	am-i-original	52	90.88	91.4	0.5200000000000102	0.12790092182112447	0.12863274927872775	P: We're dun-zo. *Thomas looks at Princey oddly*
thomassanders/am-i-original/53	thomassanders	am-i-original	53	91.4	93.88	2.4799999999999898	0.12863274927872775	0.13212300330729718	P: Okay Thomas, that idea may not have made the grade
thomassanders/am-i-original/54	thomassanders	am-i-original	54	94.32	97.12	2.8000000000000114	0.13274224192526915	0.13668285131236368	but, never fear! Your CREATIVITY is here!
thomassanders/am-i-original/55	thomassanders	am-i-original	55	97.12	99.8	2.6799999999999926	0.13668285131236368	0.14045457744001127	T: You think we can come up with something that's new AND exciting?
thomassanders/am-i-original/56	thomassanders	am-i-original	56	99.8	102.84	3.0400000000000063	0.14045457744001127	0.1447329533459996	P: Of course I can! I've always been here, fighting for you!
thomassanders/am-i-original/57	thomassanders	am-i-original	57	102.94	105.66	2.719999999999999	0.14487368939553869	0.14870170994300191	Your happiness is my mission!
thomassanders/am-i-original/58	thomassanders	am-i-original	58	106.02	107.06	1.0400000000000063	0.14920835972134264	0.15067201463654917	Do you trust me?
thomassanders/am-i-original/59	thomassanders	am-i-original	59	107.08	107.64	0.5600000000000023	0.150700161846457	0.15148828372387588	T: What?
thomassanders/am-i-original/60	thomassanders	am-i-original	60	107.64	108.76	1.1200000000000045	0.15148828372387588	0.15306452747871369	P: Do you trust me?
thomassanders/am-i-original/61	thomassanders	am-i-original	61	109.04	110.24	1.1999999999999886	0.15345858841742313	0.1551474210118922	T: I don't know...
thomassanders/am-i-original/62	thomassanders	am-i-original	62	110.52	111.56	1.0400000000000063	0.15554148195060166	0.1570051368658082	P: SEE! Why not?
thomassanders/am-i-original/63	thomassanders	am-i-original	63	111.56	114.88	3.319999999999993	0.1570051368658082	0.16167757371050595	You have kept me in the backseat for the past two SandersSides videos
thomassanders/am-i-original/64	thomassanders	am-i-original	64	114.9	116.02	1.1199999999999903	0.16170572092041377	0.16328196467525158	and that is criminal!
thomassanders/am-i-original/65	thomassanders	am-i-original	65	116.02	119.0	2.980000000000004	0.16328196467525158	0.16747589895151643	You try to create art, but you shackle your creativity.
thomassanders/am-i-original/66	thomassanders	am-i-original	66	119.0	120.02	1.019999999999996	0.16747589895151643	0.16891140665681514	T: Oh I don't think that's fair,
thomassanders/am-i-original/67	thomassanders	am-i-original	67	120.02	121.7	1.6800000000000068	0.16891140665681514	0.17127577228907187	you were always there playing a role.
thomassanders/am-i-original/68	thomassanders	am-i-original	68	121.7	122.2	0.5	0.17127577228907187	0.1719794525367673	P: A ROLE?!
thomassanders/am-i-original/69	thomassanders	am-i-original	69	122.7	125.42	2.719999999999999	0.17268313278446276	0.176511153331926	I am not some bread roll to hold you over
thomassanders/am-i-original/70	thomassanders	am-i-original	70	125.42	126.52	1.0999999999999943	0.176511153331926	0.17805924987685595	while you wait for your dinner!
thomassanders/am-i-original/71	thomassanders	am-i-original	71	127.1	128.419	1.3190000000000168	0.1788755189641827	0.1807318274576033	I am the main course!
thomassanders/am-i-original/72	thomassanders	am-i-original	72	128.419	128.919	0.5	0.1807318274576033	0.18143550770529873	A: Oy...
thomassanders/am-i-original/73	thomassanders	am-i-original	73	128.919	129.979	1.0600000000000023	0.18143550770529873	0.18292730983041308	P: I ask you this Thomas,
thomassanders/am-i-original/74	thomassanders	am-i-original	74	130.039	133.02	2.981000000000023	0.1830117514601365	0.1872070930968968	allow me the chance to really prove myself,
thomassanders/am-i-original/75	thomassanders	am-i-original	75	133.02	136.02	3.0	0.1872070930968968	0.1914291745830695	grant me full creative control!
thomassanders/am-i-original/76	thomassanders	am-i-original	76	136.02	139.06	3.039999999999992	0.1914291745830695	0.19570755048905777	T: ... You're my creativity. You have all the creative control.
thomassanders/am-i-original/77	thomassanders	am-i-original	77	139.06	141.72	2.6599999999999966	0.19570755048905777	0.19945112940679757	A: No, he is talking about full-on daydream mode,
thomassanders/am-i-original/78	thomassanders	am-i-original	78	141.72	142.7	0.9799999999999898	0.19945112940679757	0.20083034269228062	La La Land.
thomassanders/am-i-original/79	thomassanders	am-i-original	79	142.7	143.96	1.2600000000000193	0.20083034269228062	0.2026036169164732	P: Not the time for movie references!
thomassanders/am-i-original/80	thomassanders	am-i-original	80	143.96	145.16	1.1999999999999886	0.2026036169164732	0.20429244951094225	But yes, precisely.
thomassanders/am-i-original/81	thomassanders	am-i-original	81	145.18	146.64	1.4599999999999795	0.20432059672085007	0.20637534304412075	T: Oh. Uhhhh. I don't-
thomassanders/am-i-original/82	thomassanders	am-i-original	82	146.64	147.52	0.8800000000000239	0.20637534304412075	0.20761382028006475	P: If you trust me to handle this,
thomassanders/am-i-original/83	thomassanders	am-i-original	83	147.52	148.5	0.9799999999999898	0.20761382028006475	0.20899303356554783	I will be unimpeded,
thomassanders/am-i-original/84	thomassanders	am-i-original	84	148.5	151.46	2.960000000000008	0.20899303356554783	0.2131588206319049	It will be an all-out BRAINSTORMING EXTRAVAGANZA!
thomassanders/am-i-original/85	thomassanders	am-i-original	85	151.5	153.76	2.259999999999991	0.2132151150517205	0.2163957497713039	T: Well, if it can get us that idea...
thomassanders/am-i-original/86	thomassanders	am-i-original	86	154.12	155.66	1.539999999999992	0.21690239954964466	0.21906973471254662	P: *makes claw hands* [Pshh] [Pshh} Brainstormmm.
thomassanders/am-i-original/87	thomassanders	am-i-original	87	155.66	156.46	0.8000000000000114	0.21906973471254662	0.22019562310885937	T: All right, let's do it.
thomassanders/am-i-original/88	thomassanders	am-i-original	88	156.46	157.36	0.9000000000000057	0.22019562310885937	0.22146224755471117	P: YEEEESSSS!
thomassanders/am-i-original/89	thomassanders	am-i-original	89	157.36	157.96	0.5999999999999943	0.22146224755471117	0.2223066638519457	A: Oh, come on!
thomassanders/am-i-original/90	thomassanders	am-i-original	90	157.96	160.66	2.6999999999999886	0.2223066638519457	0.2261065371895011	P: First, we're gonna need all the players, so...
thomassanders/am-i-original/91	thomassanders	am-i-original	91	160.66	161.32	0.6599999999999966	0.2261065371895011	0.2270353951164591	LOGIC! [hmph]
thomassanders/am-i-original/92	thomassanders	am-i-original	92	161.32	162.18	0.8600000000000136	0.2270353951164591	0.22824572514249528	MORALITY! [fwooh]
thomassanders/am-i-original/93	thomassanders	am-i-original	93	162.18	163.14	0.9599999999999795	0.22824572514249528	0.2295967912180705	Now we're ready.
thomassanders/am-i-original/94	thomassanders	am-i-original	94	163.14	164.14	1.0	0.2295967912180705	0.2310041517134614	[Logic]: I'm confused.
thomassanders/am-i-original/95	thomassanders	am-i-original	95	164.14	165.1	0.960000000000008	0.2310041517134614	0.23235521778903667	T: Let me bring you up to speed,
thomassanders/am-i-original/96	thomassanders	am-i-original	96	165.1	167.3	2.200000000000017	0.23235521778903667	0.23545141087889665	I gave Princey a little bit more creative control
thomassanders/am-i-original/97	thomassanders	am-i-original	97	167.3	169.42	2.119999999999976	0.23545141087889665	0.23843501512912532	so that we can drum up a good idea for the video.
thomassanders/am-i-original/98	thomassanders	am-i-original	98	169.42	170.72	1.3000000000000114	0.23843501512912532	0.2402645837731335	L: Wait- that means this is daydream mode!?
thomassanders/am-i-original/99	thomassanders	am-i-original	99	170.76	172.38	1.6200000000000045	0.24032087819294912	0.24260080219548238	Why am I here? I play no part in this.
thomassanders/am-i-original/100	thomassanders	am-i-original	100	172.38	173.56	1.1800000000000068	0.24260080219548238	0.24426148758004365	P: Sucks, does it not?
thomassanders/am-i-original/101	thomassanders	am-i-original	101	173.56	176.0	2.4399999999999977	0.24426148758004365	0.24769544718879744	[Morality]: Well I'm just glad that when you called me, I had my pants on.
thomassanders/am-i-original/102	thomassanders	am-i-original	102	176.02	176.6	0.5799999999999841	0.24772359439870525	0.24853986348603196	*looks down*...No I don't.
thomassanders/am-i-original/103	thomassanders	am-i-original	103	176.6	177.1	0.5	0.24853986348603196	0.2492435437337274	T: Uh-oh
thomassanders/am-i-original/104	thomassanders	am-i-original	104	177.1	177.72	0.6200000000000045	0.2492435437337274	0.25011610724086974	P: OH- I'm so sorry.
thomassanders/am-i-original/105	thomassanders	am-i-original	105	177.72	178.38	0.6599999999999966	0.25011610724086974	0.25104496516782776	M: I'll be right back.
thomassanders/am-i-original/106	thomassanders	am-i-original	106	178.38	179.48	1.0999999999999943	0.25104496516782776	0.25259306171275775	P: Since I'm calling the shots,
thomassanders/am-i-original/107	thomassanders	am-i-original	107	179.48	180.7	1.2199999999999989	0.25259306171275775	0.2543100415171346	I need you and morality
thomassanders/am-i-original/108	thomassanders	am-i-original	108	180.7	182.1	1.4000000000000057	0.2543100415171346	0.25628034621068185	and even Jason Toddler over there,
thomassanders/am-i-original/109	thomassanders	am-i-original	109	182.14	183.02	0.8800000000000239	0.2563366406304975	0.2575751178664415	to assist me.
thomassanders/am-i-original/110	thomassanders	am-i-original	110	183.02	183.92	0.8999999999999773	0.2575751178664415	0.2588417423122933	A: I don't agree to this.
thomassanders/am-i-original/111	thomassanders	am-i-original	111	183.92	184.42	0.5	0.2588417423122933	0.25954542255998875	P: Too bad.
thomassanders/am-i-original/112	thomassanders	am-i-original	112	184.42	185.4	0.9800000000000182	0.25954542255998875	0.2609246358454718	Alright, LET US-
thomassanders/am-i-original/113	thomassanders	am-i-original	113	185.4	186.14	0.7399999999999807	0.2609246358454718	0.26196608261206106	M: Got my pants!
thomassanders/am-i-original/114	thomassanders	am-i-original	114	186.2	186.92	0.7199999999999989	0.26205052424178454	0.263063823798466	P: -BEGIN!
thomassanders/am-i-original/115	thomassanders	am-i-original	115	186.92	189.44	2.5200000000000102	0.263063823798466	0.266610372246851	Now, the video could use a little change of pace,
thomassanders/am-i-original/116	thomassanders	am-i-original	116	189.44	190.36	0.9200000000000159	0.266610372246851	0.26790514390261067	maybe a different format,
